Simple Query1, Simple Query2, ComplexQuery1, ComplexQuery2, Simple Query1 indexing, Simple Query2 indexing, ComplexQuery1 indexing, ComplexQuery2 indexing
5.507469177246094e-05, 3.790855407714844e-05, 0.2148878574371338, 1.3515820503234863, 0.0160000, 0.0270000, 0.06063103675842285, 4.287675857543945
6.127357482910156e-05, 8.082389831542969e-05, 0.2767510414123535, 2.710853099822998, 0.0050000, 0.0050000, 0.05131697654724121, 1.595973014831543
4.220008850097656e-05, 3.4809112548828125e-05, 0.09706592559814453, 1.199389934539795, 0.0020000, 0.0020000, 0.09769296646118164, 1.6667771339416504
6.198883056640625e-05, 0.00013113021850585938, 0.10101008415222168, 1.099078893661499, 0.0030000, 0.0020000, 0.05446791648864746, 1.9890468120574951
4.506111145019531e-05, 5.364418029785156e-05, 0.14580821990966797, 1.5512278079986572, 0.0320000, 0.0020000, 0.06947827339172363, 1.2603840827941895
4.601478576660156e-05, 6.508827209472656e-05, 0.10979628562927246, 1.912781000137329, 0.0050000, 0.0400000, 0.05675816535949707, 1.159060001373291
4.696846008300781e-05, 4.57763671875e-05, 0.09415078163146973, 1.9048941135406494, 0.0020000, 0.0020000, 0.06902599334716797, 1.270937204360962
4.506111145019531e-05, 0.00010657310485839844, 0.10279393196105957, 1.5852010250091553, 0.0060000, 0.0030000, 0.09406805038452148, 2.0495779514312744
4.506111145019531e-05, 3.695487976074219e-05, 0.10239291191101074, 1.4487979412078857, 0.0030000, 0.0020000, 0.35344815254211426, 2.4560229778289795
7.891654968261719e-05, 5.1975250244140625e-05, 0.14615821838378906, 2.1948022842407227, 0.0040000, 0.0480000, 0.14281010627746582, 4.148309946060181
8.893013000488281e-05, 0.0002510547637939453, 0.25525617599487305, 2.1962499618530273, 0.0020000, 0.0020000, 0.17758417129516602, 1.2080512046813965
6.604194641113281e-05, 7.915496826171875e-05, 0.1302509307861328, 1.2667360305786133, 0.0030000, 0.0020000, 0.022317886352539062, 1.1502399444580078
5.0067901611328125e-05, 6.985664367675781e-05, 0.09518790245056152, 1.1583220958709717, 0.0010000, 0.0520000, 0.049370765686035156, 1.2158138751983643
4.315376281738281e-05, 4.076957702636719e-05, 0.09850502014160156, 1.5653839111328125, 0.0030000, 0.0040000, 0.04818105697631836, 1.1637308597564697
5.2928924560546875e-05, 3.504753112792969e-05, 0.1009359359741211, 1.0654199123382568, 0.0020000, 0.0020000, 0.04955482482910156, 1.1157379150390625
0.00015497207641601562, 4.8160552978515625e-05, 0.13266301155090332, 1.2153630256652832, 0.0280000, 0.0020000, 0.054440975189208984, 1.4084417819976807
5.1975250244140625e-05, 4.792213439941406e-05, 0.1082160472869873, 1.2785053253173828, 0.0500000, 0.0020000, 0.05904102325439453, 1.070680856704712
5.817413330078125e-05, 5.412101745605469e-05, 0.09686708450317383, 1.3020710945129395, 0.0020000, 0.0020000, 0.047396183013916016, 1.2066192626953125
7.700920104980469e-05, 6.389617919921875e-05, 0.23194408416748047, 1.2535920143127441, 0.0020000, 0.0020000, 0.5991928577423096, 1.9983460903167725
4.57763671875e-05, 8.606910705566406e-05, 0.1346900463104248, 2.560208320617676, 0.1570000, 0.0000000, 0.0529019832611084, 1.4856491088867188
6.508827209472656e-05, 0.00043487548828125, 0.13196206092834473, 1.7672581672668457, 0.0280000, 0.0020000, 0.3113081455230713, 2.7830119132995605
5.793571472167969e-05, 5.6743621826171875e-05, 0.14685916900634766, 2.095654249191284, 0.0030000, 0.0030000, 0.05186319351196289, 1.3066020011901855
4.887580871582031e-05, 5.936622619628906e-05, 0.14567279815673828, 1.7628300189971924, 0.0030000, 0.0200000, 0.07410812377929688, 1.7475168704986572
8.988380432128906e-05, 5.412101745605469e-05, 0.45396876335144043, 2.3916261196136475, 0.0040000, 0.0020000, 0.05098390579223633, 2.213505744934082
6.198883056640625e-05, 5.984306335449219e-05, 0.30982398986816406, 1.339514970779419, 0.0020000, 0.0020000, 0.061865806579589844, 2.155703067779541
6.4849853515625e-05, 5.888938903808594e-05, 0.15654993057250977, 2.001030921936035, 0.0030000, 0.0080000, 0.13422393798828125, 2.050772190093994
5.1975250244140625e-05, 5.888938903808594e-05, 0.13077282905578613, 7.403436899185181, 0.0030000, 0.0030000, 0.2060379981994629, 1.864212989807129
4.6253204345703125e-05, 5.2928924560546875e-05, 0.11255407333374023, 1.3896560668945312, 0.0030000, 0.0010000, 0.059509992599487305, 1.4511377811431885
9.894371032714844e-05, 5.7220458984375e-05, 0.19512605667114258, 1.651294231414795, 0.0020000, 0.0270000, 0.050019025802612305, 1.2615022659301758
9.226799011230469e-05, 6.818771362304688e-05, 0.18197369575500488, 2.7140867710113525, 0.0020000, 0.0010000, 0.3088550567626953, 2.556847095489502
0.00011968612670898438, 8.0108642578125e-05, 0.2761080265045166, 2.923032045364386.222724914550781e-05, 0.0002307891845703125, 0.15524792671203613, 1.44972300529479984.100799560546875e-05, 4.887580871582031e-05, 0.11369967460632324, 0.66594505310058595.0067901611328125e-05, 5.1975250244140625e-05, 0.09407210350036621, 1.02156114578247077.033348083496094e-05, 5.3882598876953125e-05, 0.354769229888916, 1.45189619064331056.604194641113281e-05, 5.1975250244140625e-05, 0.14009690284729004, 1.035404920578003
